issue_id,district,sector,cell,leaders,date_reported,date_resolved,assigned_department,assigned_level,Description,status,escalated,is_overdue,feedback_rating,feedback_comment,,,,latitude,longitude,priority
ISS-1235,Gasabo,Remera,Nyabisindu,Patrick Manzi,11/07/2025,23/07/2025,Education,Sector,Road full of potholes near the market for 3 days.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9527,30.116,Medium
ISS-1236,Nyarugenge,Kigali,Muhima,Rukundo Innocent,13/07/2025,08/08/2025,Education,District,Health post has no medicines next to the bus stop for over a month.,Resolved,No,No,1,Good communication throughout.,,,,-1.9359,30.0534,Low
ISS-1237,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,01/08/2025,18/08/2025,Health and Services ,Cell,Overgrown bushes blocking footpaths in the village center for several weeks.,Resolved,No,No,2,Good communication throughout.,,,,-1.9732,30.081,Low
ISS-1238,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,30/01/2025,22/02/2025,Social services,Sector,Public transport shortage during rush hours by the primary school since this morning.,Resolved,No,No,4,Service was quick and effective.,,,,-1.993611,30.044167,Medium
ISS-1239,Nyarugenge,Kigali,Kiyovu,Iradukunda David,17/04/2025,19/04/2025,Education,District,Road full of potholes behind the local office for 3 days.,Resolved,No,No,5,"Poor handling, not happy.",,,,-1.967222,30.055556,Low
ISS-1240,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,25/02/2025,27/02/2025,Health and Services ,District,Public transport shortage during rush hours next to the bus stop for 2 months now.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.9875,30.0646,Urgent
ISS-1241,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,09/01/2025,15/01/2025,Health and Services ,Sector,Illegal dumping of waste near the river for almost a year.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.993611,30.044167,Urgent
ISS-1242,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,07/04/2025,,public Safety,Sector,Unfinished construction causing hazards in the village center for 1 week.,Escalated,Yes,No,,,,,,-1.967222,30.055556,Urgent
ISS-1243,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,18/05/2025,23/05/2025,Health and Services ,Cell,Flooding in homes after rain behind the local office for 1 week.,Resolved,No,No,4,Service was quick and effective.,,,,-1.993611,30.044167,Low
ISS-1244,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,08/04/2025,16/04/2025,public Safety,District,Noise pollution from nearby bars at the main road since yesterday.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.93429,30.1179,Low
ISS-1245,Gasabo,Kimironko,Bibare,Muhire Umutoni,18/04/2025,18/05/2025,Health and Services ,District,Open sewage causing bad smell next to the bus stop since this morning.,Resolved,No,No,1,Took longer than expected.,,,,-1.93429,30.1179,Urgent
ISS-1246,Gasabo,Remera,Nyabisindu,Patrick Manzi,03/06/2025,01/07/2025,Health and Services ,Sector,Noise pollution from nearby bars near the market since yesterday.,Resolved,No,No,1,Took longer than expected.,,,,-1.9527,30.116,Low
ISS-1247,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,25/02/2025,22/03/2025,Education,District,Broken streetlight next to the bus stop for 2 months now.,Resolved,No,No,1,Took longer than expected.,,,,-1.993611,30.044167,Urgent
ISS-1248,Nyarugenge,Kigali,Kiyovu,Iradukunda David,03/06/2025,30/06/2025,Water & sanitation,District,Poor internet connectivity in public offices next to the bus stop for 1 week.,Resolved,No,No,3,Took longer than expected.,,,,-1.967222,30.055556,Urgent
ISS-1249,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,18/03/2025,05/04/2025,Education,Sector,Public transport shortage during rush hours near the health post for several weeks.,Resolved,No,No,2,"Poor handling, not happy.",,,,-1.9875,30.0646,High
ISS-1250,Nyarugenge,Kigali,Muhima,Rukundo Innocent,14/06/2025,10/07/2025,Health and Services ,Sector,Open sewage causing bad smell in the residential area for 3 days.,Resolved,No,No,3,"Poor handling, not happy.",,,,-1.9359,30.0534,Low
ISS-1251,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,13/07/2025,21/07/2025,public Safety,Cell,Blocked drainage causing floods next to the bus stop for several weeks.,Resolved,No,No,3,Very satisfied with the outcome.,,,,-1.9732,30.081,Low
ISS-1252,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,17/04/2025,22/04/2025,Social services,Sector,Water shortage in the area at the main road for almost a year.,Resolved,No,No,5,Took longer than expected.,,,,-1.993611,30.044167,High
ISS-1253,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,24/01/2025,20/02/2025,public Safety,Sector,Overgrown bushes blocking footpaths in the village center for 3 days.,Resolved,No,No,2,Service was quick and effective.,,,,-1.9875,30.0646,Low
ISS-1254,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,19/01/2025,,Social services,Cell,Unfinished construction causing hazards behind the local office for 2 months now.,Escalated,Yes,No,,,,,,-1.969161,30.080966,Low
ISS-1255,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,04/01/2025,11/01/2025,Water & sanitation,Sector,Noise pollution from nearby bars in the village center since last week.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.993611,30.044167,Medium
ISS-1256,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,03/03/2025,28/03/2025,Education,Sector,Poor internet connectivity in public offices at the main road for 1 week.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.9875,30.0646,Urgent
ISS-1257,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,08/05/2025,03/06/2025,Water & sanitation,District,Illegal dumping of waste near the river since last week.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.969161,30.080966,Medium
ISS-1258,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,26/02/2025,27/02/2025,Health and Services ,District,Broken streetlight behind the local office since last week.,Resolved,No,No,5,Good communication throughout.,,,,-1.93429,30.1179,Medium
ISS-1259,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,28/02/2025,27/03/2025,Education,Sector,Garbage collection delay in the residential area for over a month.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.967222,30.055556,Low
ISS-1260,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,13/02/2025,25/02/2025,public Safety,Sector,Broken streetlight next to the bus stop for 1 week.,Resolved,No,No,3,Took longer than expected.,,,,-1.967222,30.055556,Medium
ISS-1261,Nyarugenge,Kigali,Kiyovu,Iradukunda David,09/01/2025,12/01/2025,Health and Services ,District,Public toilet not functioning near the health post for almost a year.,Resolved,No,No,4,Service was quick and effective.,,,,-1.967222,30.055556,Urgent
ISS-1262,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,08/02/2025,,Health and Services ,District,Noise pollution from nearby bars at the football field for 1 week.,Escalated,Yes,No,,,,,,-1.9875,30.0646,Low
ISS-1263,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,18/06/2025,19/06/2025,Social services,Sector,Garbage collection delay near the health post for 3 days.,Resolved,No,No,5,Service was quick and effective.,,,,-1.9732,30.081,Medium
ISS-1264,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,28/07/2025,11/08/2025,Health and Services ,District,Unfinished construction causing hazards near the health post for 1 week.,Resolved,No,No,3,Service was quick and effective.,,,,-1.93429,30.1179,High
ISS-1265,Gasabo,Remera,Nyabisindu,Patrick Manzi,06/03/2025,15/03/2025,Social services,District,Road full of potholes at the main road since the rainy season began.,Resolved,No,No,4,Service was quick and effective.,,,,-1.9527,30.116,Medium
ISS-1266,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,27/02/2025,26/03/2025,Education,District,Garbage collection delay at the football field for almost a year.,Resolved,No,No,1,"Poor handling, not happy.",,,,-1.969161,30.080966,Medium
ISS-1267,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,22/05/2025,12/06/2025,public Safety,Sector,Illegal dumping of waste in the village center for 3 days.,Resolved,No,No,1,"Poor handling, not happy.",,,,-1.993611,30.044167,Medium
ISS-1268,Gasabo,Remera,Rukiri I,Iradukunda Eric,08/08/2025,06/09/2025,Water & sanitation,District,Overgrown bushes blocking footpaths in the residential area for 2 months now.,Resolved,No,No,1,Took longer than expected.,,,,-1.9527,30.116,Low
ISS-1269,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,13/03/2025,01/04/2025,Health and Services ,District,Public toilet not functioning near the river for 2 months now.,Resolved,No,No,1,Took longer than expected.,,,,-1.93429,30.1179,Low
ISS-1270,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,30/07/2025,02/08/2025,Education,District,Open sewage causing bad smell in the residential area since yesterday.,Resolved,No,No,5,Took longer than expected.,,,,-1.9875,30.0646,High
ISS-1271,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,09/04/2025,14/04/2025,Social services,Sector,Lack of waste bins in public areas near the market for 2 months now.,Resolved,No,No,4,Good communication throughout.,,,,-1.993611,30.044167,High
ISS-1272,Nyarugenge,Kigali,Kiyovu,Iradukunda David,03/08/2025,,public Safety,Cell,Unfinished construction causing hazards behind the local office since yesterday.,Escalated,Yes,No,,,,,,-1.967222,30.055556,High
ISS-1273,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,06/05/2025,24/05/2025,Water & sanitation,Sector,Public transport shortage during rush hours near the health post for almost a year.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.967222,30.055556,Urgent
ISS-1274,Gasabo,Kimironko,Bibare,Muhire Umutoni,02/07/2025,,Water & sanitation,Cell,Road full of potholes in the residential area since last week.,In Progress,No,No,,,,,,-1.93429,30.1179,Medium
ISS-1275,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,03/04/2025,,public Safety,Sector,Damaged bridge making crossing difficult by the primary school since this morning.,Open,No,No,,,,,,-1.93429,30.1179,Medium
ISS-1276,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,23/01/2025,,Health and Services ,Cell,Lack of waste bins in public areas near the market for 3 days.,In Progress,No,No,,,,,,-1.969161,30.080966,High
ISS-1277,Nyarugenge,Kigali,Kiyovu,Iradukunda David,22/05/2025,,Health and Services ,Sector,Road full of potholes by the primary school for over a month.,Escalated,Yes,No,,,,,,-1.967222,30.055556,Medium
ISS-1278,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,19/07/2025,,public Safety,Sector,Road full of potholes at the football field since this morning.,Escalated,Yes,No,,,,,,-1.9732,30.081,Medium
ISS-1279,Gasabo,Remera,Rukiri II,Shema Emmy,10/03/2025,26/03/2025,Education,Cell,Illegal dumping of waste near the river for 3 days.,Resolved,No,No,2,Service was quick and effective.,,,,-1.9527,30.116,High
ISS-1280,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,20/07/2025,,Water & sanitation,Sector,Garbage collection delay at the football field for 1 week.,In Progress,No,No,,,,,,-1.93429,30.1179,High
ISS-1281,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,28/01/2025,,Education,Sector,Illegal dumping of waste near the market for 2 months now.,Open,No,No,,,,,,-1.93429,30.1179,Low
ISS-1282,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,27/03/2025,23/04/2025,Water & sanitation,Sector,Broken streetlight at the football field for over a month.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.969161,30.080966,Low
ISS-1283,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,23/03/2025,15/04/2025,Education,Sector,Unsafe pedestrian crossing without signs in the residential area for several weeks.,Resolved,No,No,4,Good communication throughout.,,,,-1.9875,30.0646,Low
ISS-1284,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,30/01/2025,06/02/2025,public Safety,Sector,Garbage collection delay near the health post for 3 days.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.93429,30.1179,Medium
ISS-1285,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,24/07/2025,16/08/2025,Education,Sector,Flooding in homes after rain next to the bus stop for 3 days.,Resolved,No,No,1,The issue is still not fully fixed.,,,,-1.993611,30.044167,Low
ISS-1286,Nyarugenge,Kigali,Kiyovu,Iradukunda David,18/06/2025,,Education,Sector,Flooding in homes after rain next to the bus stop for 1 week.,In Progress,No,No,,,,,,-1.967222,30.055556,Medium
ISS-1287,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,13/04/2025,13/05/2025,public Safety,District,Noise pollution from nearby bars at the main road for 3 days.,Resolved,No,No,4,Good communication throughout.,,,,-1.9875,30.0646,Medium
ISS-1288,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,22/01/2025,,Social services,District,Noise pollution from nearby bars by the primary school since this morning.,Open,No,No,,,,,,-1.93429,30.1179,Low
ISS-1289,Nyarugenge,Kigali,Kiyovu,Iradukunda David,15/06/2025,28/06/2025,Health and Services ,District,Public toilet not functioning next to the bus stop since the rainy season began.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.967222,30.055556,Medium
ISS-1290,Gasabo,Remera,Nyabisindu,Patrick Manzi,11/07/2025,30/07/2025,Education,District,Illegal dumping of waste next to the bus stop since yesterday.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.9527,30.116,Low
ISS-1291,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,30/03/2025,15/04/2025,Social services,Cell,Poor internet connectivity in public offices behind the local office for 1 week.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.969161,30.080966,Low
ISS-1292,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,29/03/2025,05/04/2025,Water & sanitation,Sector,Flooding in homes after rain in the village center for almost a year.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.9875,30.0646,High
ISS-1293,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,18/03/2025,,Water & sanitation,Cell,Electricity blackout in the neighborhood by the primary school since the rainy season began.,Escalated,Yes,No,,,,,,-1.9875,30.0646,Low
ISS-1294,Gasabo,Remera,Rukiri I,Iradukunda Eric,04/03/2025,22/03/2025,Education,District,Illegal dumping of waste near the health post for 1 week.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.9527,30.116,Low
ISS-1295,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,17/02/2025,,public Safety,District,Lack of waste bins in public areas by the primary school since yesterday.,Escalated,Yes,No,,,,,,-1.967222,30.055556,Medium
ISS-1296,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,01/06/2025,02/06/2025,Education,Sector,Poor internet connectivity in public offices by the primary school since the rainy season began.,Resolved,No,No,4,Took longer than expected.,,,,-1.9732,30.081,High
ISS-1297,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,04/04/2025,19/04/2025,Social services,Cell,Electricity blackout in the neighborhood near the river for several weeks.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.9875,30.0646,Low
ISS-1298,Nyarugenge,Kigali,Muhima,Rukundo Innocent,06/06/2025,10/06/2025,Social services,Sector,Public transport shortage during rush hours in the residential area since the rainy season began.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.9359,30.0534,Medium
ISS-1299,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,22/01/2025,02/02/2025,Social services,District,Damaged bridge making crossing difficult near the health post for 1 week.,Resolved,No,No,3,Took longer than expected.,,,,-1.9875,30.0646,Low
ISS-1300,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,10/04/2025,15/04/2025,Education,District,Flooding in homes after rain in the village center for several weeks.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.9875,30.0646,Low
ISS-1301,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,12/02/2025,17/02/2025,Education,District,Public toilet not functioning at the football field for 2 months now.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.93429,30.1179,Medium
ISS-1302,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,19/02/2025,09/03/2025,public Safety,Cell,School lacks enough desks in the residential area for several weeks.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.9875,30.0646,Medium
ISS-1303,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,22/01/2025,17/02/2025,public Safety,Cell,Broken streetlight at the football field for 3 days.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.967222,30.055556,Medium
ISS-1304,Gasabo,Kimironko,Bibare,Muhire Umutoni,19/07/2025,12/08/2025,Water & sanitation,Cell,Overgrown bushes blocking footpaths at the main road for over a month.,Resolved,No,No,4,Good communication throughout.,,,,-1.93429,30.1179,Medium
ISS-1305,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,30/07/2025,17/08/2025,Water & sanitation,District,Blocked drainage causing floods in the village center for 2 months now.,Resolved,No,No,1,"Poor handling, not happy.",,,,-1.993611,30.044167,Urgent
ISS-1306,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,09/01/2025,21/01/2025,Education,Sector,Water shortage in the area in the residential area for 3 days.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.9875,30.0646,Medium
ISS-1307,Gasabo,Remera,Nyabisindu,Patrick Manzi,06/06/2025,12/06/2025,Water & sanitation,District,Open sewage causing bad smell next to the bus stop for several weeks.,Resolved,No,No,4,Took longer than expected.,,,,-1.9527,30.116,Low
ISS-1308,Gasabo,Remera,Rukiri II,Shema Emmy,02/06/2025,13/06/2025,Social services,Sector,Lack of waste bins in public areas behind the local office for several weeks.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.9527,30.116,High
ISS-1309,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,16/01/2025,13/02/2025,Education,Sector,Road full of potholes in the residential area for 1 week.,Resolved,No,No,2,"Poor handling, not happy.",,,,-1.969161,30.080966,Low
ISS-1310,Gasabo,Remera,Nyabisindu,Patrick Manzi,11/04/2025,30/04/2025,Education,District,School lacks enough desks in the village center since the rainy season began.,Resolved,No,No,3,"Poor handling, not happy.",,,,-1.9527,30.116,Low
ISS-1311,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,12/05/2025,04/06/2025,Health and Services ,Sector,Garbage collection delay near the river since this morning.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.969161,30.080966,Low
ISS-1312,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,28/04/2025,21/05/2025,Health and Services ,District,Blocked drainage causing floods near the health post since the rainy season began.,Resolved,No,No,3,Service was quick and effective.,,,,-1.969161,30.080966,Low
ISS-1313,Nyarugenge,Kigali,Kiyovu,Iradukunda David,10/03/2025,20/03/2025,Education,Sector,Unsafe pedestrian crossing without signs behind the local office since last week.,Resolved,No,No,4,Good communication throughout.,,,,-1.967222,30.055556,Urgent
ISS-1314,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,15/07/2025,,Water & sanitation,District,School lacks enough desks next to the bus stop since this morning.,Open,No,No,,,,,,-1.993611,30.044167,High
ISS-1315,Nyarugenge,Kigali,Kiyovu,Iradukunda David,27/04/2025,,Education,Sector,Unsafe pedestrian crossing without signs by the primary school for almost a year.,In Progress,No,No,,,,,,-1.967222,30.055556,Medium
ISS-1316,Gasabo,Remera,Rukiri II,Shema Emmy,24/01/2025,02/02/2025,Education,Sector,Lack of waste bins in public areas by the primary school for almost a year.,Resolved,No,No,3,Very satisfied with the outcome.,,,,-1.9527,30.116,Low
ISS-1317,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,29/06/2025,13/07/2025,Water & sanitation,District,Water shortage in the area near the health post since the rainy season began.,Resolved,No,No,5,Service was quick and effective.,,,,-1.993611,30.044167,Low
ISS-1318,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,03/02/2025,20/02/2025,public Safety,Cell,Public toilet not functioning at the main road for several weeks.,Resolved,No,No,4,Service was quick and effective.,,,,-1.993611,30.044167,Low
ISS-1319,Gasabo,Kimironko,Bibare,Muhire Umutoni,19/01/2025,22/01/2025,Education,Sector,Road full of potholes in the village center for 1 week.,Resolved,No,No,4,Service was quick and effective.,,,,-1.93429,30.1179,Low
ISS-1320,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,14/06/2025,19/06/2025,public Safety,Cell,Public toilet not functioning at the main road for almost a year.,Resolved,No,No,4,Good communication throughout.,,,,-1.969161,30.080966,Medium
ISS-1321,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,04/07/2025,28/07/2025,public Safety,Sector,Public toilet not functioning behind the local office for 2 months now.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.993611,30.044167,Medium
ISS-1322,Nyarugenge,Kigali,Kiyovu,Iradukunda David,12/07/2025,,Health and Services ,Cell,Water shortage in the area in the village center for over a month.,Escalated,Yes,No,,,,,,-1.967222,30.055556,Medium
ISS-1323,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,12/03/2025,20/03/2025,Education,Cell,Water shortage in the area in the village center for several weeks.,Resolved,No,No,5,Good communication throughout.,,,,-1.969161,30.080966,Low
ISS-1324,Nyarugenge,Kigali,Muhima,Rukundo Innocent,13/05/2025,20/05/2025,Water & sanitation,Cell,Road full of potholes in the residential area for several weeks.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.9359,30.0534,Urgent
ISS-1325,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,03/03/2025,23/03/2025,public Safety,Cell,Illegal dumping of waste near the health post for several weeks.,Resolved,No,No,1,Good communication throughout.,,,,-1.993611,30.044167,Medium
ISS-1326,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,18/04/2025,10/05/2025,public Safety,District,Unfinished construction causing hazards by the primary school for 2 months now.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.93429,30.1179,Medium
ISS-1327,Gasabo,Remera,Rukiri II,Shema Emmy,25/02/2025,,Health and Services ,Sector,Unfinished construction causing hazards at the football field for 1 week.,Open,No,No,,,,,,-1.9527,30.116,Medium
ISS-1328,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,29/06/2025,20/07/2025,public Safety,Sector,Flooding in homes after rain at the main road for over a month.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.969161,30.080966,Low
ISS-1329,Gasabo,Kimironko,Bibare,Muhire Umutoni,18/05/2025,06/06/2025,Education,Cell,Water shortage in the area at the football field for almost a year.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.93429,30.1179,Low
ISS-1330,Nyarugenge,Kigali,Muhima,Rukundo Innocent,23/01/2025,27/01/2025,Health and Services ,Cell,Poor internet connectivity in public offices near the market for 2 months now.,Resolved,No,No,5,Good communication throughout.,,,,-1.9359,30.0534,Low
ISS-1331,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,01/07/2025,,Health and Services ,Cell,Garbage collection delay at the main road for 2 months now.,Open,No,No,,,,,,-1.993611,30.044167,High
ISS-1332,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,08/03/2025,,Social services,District,Lack of waste bins in public areas by the primary school since this morning.,Open,No,No,,,,,,-1.93429,30.1179,Low
ISS-1333,Nyarugenge,Kigali,Muhima,Rukundo Innocent,26/07/2025,12/08/2025,Health and Services ,Sector,Public toilet not functioning near the market for almost a year.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.9359,30.0534,Low
ISS-1334,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,15/01/2025,03/02/2025,Social services,Sector,Overgrown bushes blocking footpaths by the primary school since yesterday.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.993611,30.044167,Low
ISS-1335,Gasabo,Kimironko,Bibare,Muhire Umutoni,09/07/2025,11/07/2025,Health and Services ,Cell,Garbage collection delay near the health post for several weeks.,Resolved,No,No,4,Took longer than expected.,,,,-1.93429,30.1179,Low
ISS-1336,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,08/08/2025,,Education,Cell,Damaged bridge making crossing difficult in the village center for several weeks.,Escalated,Yes,No,,,,,,-1.93429,30.1179,High
ISS-1337,Nyarugenge,Kigali,Kiyovu,Iradukunda David,04/07/2025,31/07/2025,Education,Sector,Noise pollution from nearby bars in the residential area since yesterday.,Resolved,No,No,1,Good communication throughout.,,,,-1.967222,30.055556,Medium
ISS-1338,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,25/07/2025,27/07/2025,Education,Cell,Public transport shortage during rush hours in the residential area for almost a year.,Resolved,No,No,5,Service was quick and effective.,,,,-1.9875,30.0646,Medium
ISS-1339,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,27/04/2025,,Health and Services ,District,Public transport shortage during rush hours near the health post since last week.,Open,No,No,,,,,,-1.969161,30.080966,Low
ISS-1340,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,05/04/2025,21/04/2025,Education,Sector,Flooding in homes after rain at the football field for over a month.,Resolved,No,No,2,"Poor handling, not happy.",,,,-1.969161,30.080966,Medium
ISS-1341,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,01/03/2025,22/03/2025,public Safety,Cell,Road full of potholes by the primary school for almost a year.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.993611,30.044167,Medium
ISS-1342,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,16/05/2025,30/05/2025,Health and Services ,Cell,Damaged bridge making crossing difficult near the market for 1 week.,Resolved,No,No,4,Service was quick and effective.,,,,-1.93429,30.1179,Low
ISS-1343,Gasabo,Kimironko,Bibare,Muhire Umutoni,16/04/2025,28/04/2025,Education,District,Illegal dumping of waste near the health post for 3 days.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.93429,30.1179,Low
ISS-1344,Gasabo,Remera,Rukiri II,Shema Emmy,01/06/2025,15/06/2025,public Safety,Cell,Blocked drainage causing floods in the residential area since this morning.,Resolved,No,No,5,Took longer than expected.,,,,-1.9527,30.116,Low
ISS-1345,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,01/08/2025,12/08/2025,public Safety,District,Public toilet not functioning at the football field since this morning.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.93429,30.1179,Medium
ISS-1346,Gasabo,Remera,Nyabisindu,Patrick Manzi,09/02/2025,,Social services,Cell,Damaged bridge making crossing difficult at the football field for almost a year.,In Progress,No,No,,,,,,-1.9527,30.116,Medium
ISS-1347,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,17/07/2025,27/07/2025,Social services,Sector,Damaged bridge making crossing difficult at the main road for 3 days.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.969161,30.080966,Low
ISS-1348,Gasabo,Remera,Nyabisindu,Patrick Manzi,25/02/2025,08/03/2025,Social services,Cell,Garbage collection delay near the river since last week.,Resolved,No,No,3,Service was quick and effective.,,,,-1.9527,30.116,Low
ISS-1349,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,23/06/2025,20/07/2025,Social services,Cell,Water shortage in the area near the river since the rainy season began.,Resolved,No,No,2,Service was quick and effective.,,,,-1.993611,30.044167,Medium
ISS-1350,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,29/04/2025,,Education,Cell,Open sewage causing bad smell by the primary school for almost a year.,Open,No,No,,,,,,-1.969161,30.080966,Medium
ISS-1351,Gasabo,Remera,Nyabisindu,Patrick Manzi,30/07/2025,21/08/2025,Education,Cell,School lacks enough desks next to the bus stop for almost a year.,Resolved,No,No,1,Good communication throughout.,,,,-1.9527,30.116,High
ISS-1352,Nyarugenge,Kigali,Kiyovu,Iradukunda David,15/06/2025,20/06/2025,Health and Services ,Cell,Electricity blackout in the neighborhood behind the local office for almost a year.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.967222,30.055556,Medium
